trip_duration_days,miles_traveled,total_receipts_amount,reimbursement,dataset
10,338.0,2138.54,,private
13,1126.0,557.21,,private
13,468.0,1045.37,,private
3,1008.0,2501.91,,private
12,1181.0,796.06,,private
14,583.0,1308.61,,private
8,445.0,228.42,,private
2,600.0,1940.33,,private
11,1138.0,1401.24,,private
9,195.0,1326.68,,private
14,730.0,866.74,,private
2,266.0,2119.23,,private
13,409.0,820.12,,private
11,385.0,1654.53,,private
3,125.0,2120.2,,private
3,818.0,955.8,,private
2,1197.0,701.61,,private
10,169.0,2478.28,,private
5,740.0,1458.18,,private
2,916.0,2374.36,,private
8,1148.0,180.89,,private
11,486.0,2420.19,,private
5,163.0,596.58,,private
2,233.0,1070.02,,private
9,526.0,462.04,,private
4,919.0,2456.25,,private
8,818.0,241.97,,private
2,655.0,1246.21,,private
4,1145.0,299.26,,private
5,994.0,181.33,,private
2,571.0,2199.38,,private
3,329.0,888.12,,private
7,159.0,682.06,,private
2,365.0,11.28,,private
6,872.0,1038.08,,private
12,354.0,378.99,,private
10,314.0,159.92,,private
11,960.0,1816.98,,private
3,1166.0,356.59,,private
12,981.0,1183.2,,private
10,34.0,1008.94,,private
11,228.0,2325.31,,private
13,415.0,1988.38,,private
1,1190.0,2159.46,,private
12,77.0,449.98,,private
12,501.0,1765.78,,private
6,1063.0,1148.02,,private
6,970.0,2333.05,,private
1,895.0,523.06,,private
12,356.0,511.04,,private
4,447.0,811.08,,private
13,847.0,766.51,,private
1,1102.0,122.35,,private
6,784.0,852.13,,private
7,1119.0,811.17,,private
7,33.0,2458.22,,private
10,1044.0,1810.59,,private
8,802.0,432.73,,private
8,854.0,185.36,,private
7,633.0,2018.86,,private
3,791.0,2476.14,,private
14,1177.0,2310.37,,private
7,1106.0,1481.5,,private
3,622.0,2115.9,,private
12,338.0,2293.36,,private
7,700.0,1300.59,,private
2,769.0,492.02,,private
11,88.0,2415.55,,private
14,151.0,161.05,,private
10,778.0,2495.38,,private
1,300.0,1067.37,,private
1,287.0,162.22,,private
11,226.0,74.57,,private
3,62.0,1653.23,,private
13,217.0,1222.84,,private
7,1093.0,2452.47,,private
5,751.0,399.59,,private
6,189.0,1400.22,,private
14,1096.0,132.24,,private
12,119.0,214.08,,private
1,781.0,1879.26,,private
5,617.0,2140.76,,private
12,813.0,694.43,,private
10,235.0,1807.21,,private
12,1126.0,2463.8,,private
12,53.0,13.7,,private
4,837.0,1575.64,,private
5,372.0,429.81,,private
9,1113.0,2392.78,,private
13,522.0,204.81,,private
8,1117.0,397.95,,private
4,374.0,838.28,,private
12,955.0,1180.66,,private
8,204.0,1021.68,,private
2,209.0,1827.38,,private
11,1159.0,2131.64,,private
7,576.0,1446.71,,private
1,466.0,1974.74,,private
9,930.0,1561.39,,private
11,1018.0,730.26,,private
11,721.0,811.76,,private
14,967.0,1907.51,,private
6,652.0,1549.86,,private
13,529.0,208.67,,private
3,931.0,2093.23,,private
5,1083.0,788.17,,private
11,171.0,1303.78,,private
13,695.0,162.6,,private
13,457.0,1104.08,,private
7,517.0,741.22,,private
4,842.0,1620.59,,private
7,679.0,1233.56,,private
13,746.0,1143.14,,private
14,237.0,1810.22,,private
13,1183.0,1395.35,,private
14,1017.0,1297.94,,private
5,62.0,634.56,,private
3,930.0,1245.04,,private
7,892.0,1017.52,,private
6,443.0,1244.16,,private
9,107.0,26.33,,private
2,874.0,546.66,,private
1,77.0,2097.69,,private
11,1033.0,1492.46,,private
3,169.0,1950.58,,private
1,1011.0,1729.37,,private
10,928.0,2376.17,,private
3,665.0,612.06,,private
4,762.0,1609.62,,private
8,503.0,2334.48,,private
5,956.0,1737.78,,private
1,697.0,324.83,,private
5,120.0,830.66,,private
11,505.0,2013.07,,private
6,652.0,2401.9,,private
1,57.0,1034.18,,private
1,232.0,1351.84,,private
13,755.0,1967.37,,private
8,848.0,2065.91,,private
7,684.0,1615.5,,private
14,985.0,820.09,,private
4,992.0,855.62,,private
1,705.0,415.99,,private
12,817.0,1475.33,,private
8,513.0,1018.07,,private
11,936.0,123.81,,private
13,1114.0,1191.58,,private
8,151.0,1158.94,,private
10,896.0,2348.49,,private
3,313.0,1106.62,,private
8,694.0,2472.77,,private
5,903.0,1617.63,,private
6,1171.0,1620.46,,private
6,914.0,2132.81,,private
12,203.0,140.2,,private
10,812.0,828.4,,private
3,197.0,1450.76,,private
14,1053.0,694.32,,private
10,1029.0,1812.81,,private
7,512.0,996.83,,private
13,159.0,1274.39,,private
10,1037.0,505.68,,private
9,871.0,973.3,,private
5,283.0,584.97,,private
4,81.0,748.32,,private
7,679.0,571.08,,private
1,1098.0,2232.36,,private
9,924.0,2448.86,,private
8,890.0,141.74,,private
14,391.0,1807.07,,private
10,1139.0,287.14,,private
2,621.0,1829.01,,private
13,41.0,987.53,,private
11,452.0,951.44,,private
6,100.0,1358.49,,private
2,670.0,977.28,,private
13,656.0,1677.7,,private
12,1091.0,2127.14,,private
6,436.0,863.08,,private
10,276.0,263.81,,private
6,1184.0,193.66,,private
2,1078.0,1250.94,,private
14,1091.0,1797.86,,private
1,519.0,838.23,,private
6,1065.0,2354.31,,private
11,706.0,655.72,,private
11,1127.0,1530.67,,private
5,103.0,2125.48,,private
13,825.0,1345.43,,private
2,891.0,456.5,,private
6,296.0,2441.08,,private
2,538.0,1730.53,,private
10,518.0,566.56,,private
13,52.0,988.08,,private
2,22.0,1327.87,,private
3,622.0,718.72,,private
9,312.0,2461.64,,private
1,332.0,2091.06,,private
12,593.0,2367.49,,private
7,514.0,1263.73,,private
14,330.0,938.05,,private
11,459.0,1252.75,,private
4,219.0,2379.92,,private
9,27.0,1929.56,,private
3,160.0,2310.14,,private
14,1202.0,1377.25,,private
3,875.0,2274.34,,private
10,562.0,944.86,,private
11,654.0,300.54,,private
2,12.0,1667.5,,private
13,551.0,2115.76,,private
10,173.0,2363.17,,private
4,588.0,1730.87,,private
7,266.0,214.05,,private
3,622.0,1251.44,,private
14,351.0,2382.64,,private
5,604.0,1423.42,,private
6,1058.0,1860.5,,private
11,1195.0,1852.81,,private
9,359.0,307.32,,private
6,172.0,1582.96,,private
12,466.0,2075.78,,private
6,479.0,2319.91,,private
14,172.0,282.4,,private
8,1159.0,1621.54,,private
9,59.0,284.74,,private
8,342.0,2245.83,,private
4,959.0,1561.03,,private
2,1144.0,1786.74,,private
10,1026.0,308.28,,private
7,415.0,115.72,,private
4,569.0,849.62,,private
11,535.0,1312.88,,private
1,104.0,1130.15,,private
9,310.0,2118.19,,private
13,160.0,1299.49,,private
4,374.0,2467.5,,private
6,694.0,1938.45,,private
10,15.0,951.42,,private
12,1146.0,2373.49,,private
11,104.0,2416.57,,private
4,770.0,2211.62,,private
14,362.0,1122.69,,private
2,320.0,125.91,,private
2,232.0,1675.71,,private
9,869.0,266.51,,private
6,711.0,1710.43,,private
8,864.0,1412.68,,private
4,66.0,448.88,,private
3,6.0,2403.76,,private
1,1013.0,1274.31,,private
8,1097.0,775.1,,private
12,831.0,1746.32,,private
6,1105.0,558.69,,private
12,750.0,1944.18,,private
9,998.0,1829.57,,private
9,355.0,712.25,,private
8,381.0,1914.75,,private
14,618.0,1473.06,,private
9,810.0,824.65,,private
5,460.0,2071.96,,private
5,781.0,890.68,,private
5,885.0,600.99,,private
12,1150.0,2275.86,,private
1,920.0,2321.29,,private
8,984.0,505.26,,private
13,70.0,949.45,,private
14,239.0,1329.69,,private
3,1190.0,1007.56,,private
2,946.0,469.49,,private
10,582.0,858.93,,private
9,1036.0,1679.54,,private
8,303.0,610.49,,private
5,796.0,878.39,,private
11,18.0,1547.38,,private
13,1184.0,313.41,,private
7,21.0,1933.68,,private
11,291.0,157.56,,private
3,630.0,495.89,,private
13,84.0,1997.66,,private
12,246.0,2264.56,,private
14,303.0,695.56,,private
9,477.0,786.06,,private
13,894.0,2201.94,,private
8,267.0,1783.99,,private
14,296.0,2050.11,,private
1,832.0,475.68,,private
7,150.0,1803.93,,private
6,131.0,594.41,,private
8,188.0,909.43,,private
10,422.0,956.87,,private
12,129.0,332.85,,private
12,174.0,71.96,,private
4,947.0,1006.93,,private
6,275.0,257.47,,private
13,413.0,1698.28,,private
3,309.0,1581.24,,private
2,177.0,2338.93,,private
11,811.0,1265.63,,private
2,262.0,2023.89,,private
3,1070.0,1756.38,,private
7,929.0,748.63,,private
3,194.0,1740.75,,private
11,724.0,608.53,,private
14,1098.0,242.95,,private
1,1042.0,1842.3,,private
7,354.0,1698.06,,private
10,465.0,174.57,,private
1,644.0,637.03,,private
14,113.0,304.33,,private
5,155.0,182.33,,private
13,1148.0,1834.38,,private
5,1127.0,1307.78,,private
1,855.0,1113.26,,private
14,297.0,684.62,,private
3,259.0,43.27,,private
14,488.0,155.66,,private
3,280.0,2326.02,,private
5,354.0,1122.34,,private
12,490.0,562.68,,private
14,1132.0,1090.29,,private
3,779.0,956.33,,private
1,866.0,1399.94,,private
6,241.0,1648.61,,private
10,971.0,2048.05,,private
12,950.0,849.7,,private
6,1166.0,833.38,,private
14,22.0,1367.34,,private
6,72.0,1140.85,,private
13,488.0,2502.71,,private
10,1151.0,853.43,,private
9,1133.0,552.84,,private
10,219.0,1764.66,,private
8,569.0,1509.39,,private
9,225.0,49.86,,private
5,954.0,1187.97,,private
1,533.0,1914.76,,private
7,869.0,263.06,,private
13,940.0,2466.91,,private
11,1071.0,931.13,,private
12,661.0,1842.59,,private
13,237.0,716.4,,private
6,559.0,1764.27,,private
6,354.0,528.22,,private
9,406.0,256.94,,private
13,475.0,1890.05,,private
14,269.0,704.5,,private
14,28.0,1200.31,,private
2,291.0,475.31,,private
2,755.0,1208.75,,private
14,383.0,1185.58,,private
4,947.0,482.99,,private
9,387.0,1845.6,,private
5,1053.0,1371.16,,private
13,636.0,1292.86,,private
2,69.0,158.81,,private
14,1061.0,247.98,,private
14,1092.0,2017.53,,private
13,813.0,1482.7,,private
3,1080.0,401.39,,private
10,350.0,910.83,,private
10,120.0,1702.63,,private
13,491.0,1644.2,,private
13,182.0,2474.0,,private
12,950.0,1476.36,,private
12,241.0,915.63,,private
9,532.0,1068.9,,private
3,890.0,143.37,,private
10,395.0,1084.65,,private
3,1141.0,709.25,,private
12,51.0,209.09,,private
10,1023.0,565.71,,private
1,173.0,115.49,,private
12,969.0,912.74,,private
2,885.0,446.13,,private
1,1058.0,551.28,,private
8,360.0,2417.9,,private
2,229.0,2144.46,,private
11,1135.0,1050.9,,private
10,758.0,576.72,,private
12,870.0,1242.91,,private
14,526.0,1762.91,,private
9,482.0,66.46,,private
14,774.0,1236.22,,private
5,558.0,1906.87,,private
13,1118.0,913.89,,private
9,179.0,47.43,,private
5,23.0,593.68,,private
11,120.0,1904.58,,private
8,764.0,2262.67,,private
9,427.0,1805.55,,private
6,21.0,439.68,,private
11,556.0,2234.42,,private
13,1166.0,1080.18,,private
1,84.0,1685.76,,private
8,1120.0,73.03,,private
8,210.0,295.93,,private
12,400.0,1310.11,,private
14,481.0,2245.19,,private
10,469.0,1622.57,,private
12,1085.0,1580.2,,private
10,523.0,2251.35,,private
3,790.0,1932.96,,private
2,280.0,589.78,,private
1,76.0,1779.23,,private
6,682.0,1901.86,,private
14,950.0,1872.32,,private
11,701.0,1056.91,,private
7,937.0,2205.91,,private
6,80.0,626.58,,private
10,338.0,1743.66,,private
4,174.0,2340.75,,private
11,1173.0,2196.14,,private
2,264.0,1974.56,,private
1,738.0,1401.91,,private
11,326.0,2245.47,,private
14,1100.0,733.49,,private
4,510.0,486.22,,private
11,678.0,1328.9,,private
13,1041.0,342.12,,private
3,674.0,2482.12,,private
7,844.0,1290.35,,private
3,537.0,1202.88,,private
5,890.0,699.84,,private
4,316.0,1981.57,,private
14,762.0,1656.48,,private
8,421.0,38.51,,private
13,205.0,322.76,,private
14,676.0,1951.47,,private
6,706.0,2158.94,,private
3,390.0,508.09,,private
10,342.0,1192.02,,private
7,429.0,1224.56,,private
3,889.0,2252.66,,private
8,839.0,1374.73,,private
11,1001.0,2349.18,,private
1,1086.0,1523.47,,private
2,316.0,857.9,,private
12,710.0,929.78,,private
9,5.0,2142.47,,private
10,428.0,2146.49,,private
3,1179.0,412.37,,private
4,229.0,2390.01,,private
11,343.0,519.02,,private
8,175.0,1202.83,,private
2,360.0,1743.98,,private
4,494.0,1767.78,,private
10,1062.0,1884.7,,private
11,238.0,1462.0,,private
4,478.0,753.35,,private
5,609.0,2232.53,,private
5,506.0,1760.51,,private
6,394.0,837.4,,private
2,467.0,2205.58,,private
11,1021.0,2314.2,,private
11,551.0,1803.43,,private
5,593.0,1687.02,,private
10,865.0,886.38,,private
8,427.0,1422.29,,private
13,768.0,1582.64,,private
10,455.0,1507.87,,private
11,903.0,1814.1,,private
13,532.0,2124.65,,private
13,681.0,231.51,,private
14,1005.0,433.32,,private
9,322.0,1381.58,,private
10,15.0,932.33,,private
5,1047.0,1893.69,,private
13,190.0,2384.65,,private
14,558.0,2328.59,,private
11,310.0,1045.05,,private
13,750.0,848.45,,private
7,1090.0,1318.86,,private
4,204.0,468.73,,private
13,450.0,758.0,,private
2,1012.0,294.55,,private
5,811.0,1504.54,,private
14,1058.0,633.52,,private
4,1112.0,2109.23,,private
1,697.0,2019.71,,private
2,167.0,773.02,,private
1,843.0,1385.13,,private
11,994.0,526.1,,private
1,997.0,2411.48,,private
13,411.0,684.04,,private
11,827.0,2087.47,,private
7,1193.0,2220.19,,private
7,243.0,903.95,,private
7,1021.0,1716.61,,private
3,28.0,768.96,,private
5,366.0,2081.51,,private
12,109.0,549.86,,private
6,318.0,1552.66,,private
11,851.0,180.43,,private
6,99.0,879.93,,private
11,295.0,1933.93,,private
14,278.0,903.28,,private
12,289.0,716.09,,private
6,210.0,187.03,,private
3,566.0,2047.2,,private
4,420.0,1354.92,,private
4,370.0,1569.0,,private
7,811.0,2059.44,,private
5,1125.0,2376.67,,private
5,917.0,866.83,,private
6,815.0,2088.38,,private
11,586.0,1235.33,,private
8,432.0,1219.51,,private
5,279.0,1605.64,,private
4,83.0,1706.5,,private
8,972.0,478.56,,private
5,487.0,1141.21,,private
12,988.0,1222.44,,private
4,42.0,879.19,,private
3,973.0,623.3,,private
8,1179.0,903.76,,private
3,676.0,227.2,,private
14,197.0,1707.13,,private
4,580.0,2199.14,,private
7,42.0,1889.73,,private
2,979.0,1076.09,,private
10,739.0,2027.81,,private
1,1012.0,1823.95,,private
13,834.0,2304.94,,private
11,822.0,2288.9,,private
3,563.0,808.72,,private
13,135.0,1911.42,,private
1,914.0,917.33,,private
3,315.0,666.07,,private
12,664.0,614.88,,private
13,124.0,69.79,,private
7,910.0,2487.83,,private
14,596.0,2250.94,,private
3,911.0,1994.97,,private
4,258.0,2149.86,,private
9,616.0,1929.68,,private
1,381.0,199.77,,private
9,657.0,2436.41,,private
5,721.0,699.79,,private
14,412.0,512.56,,private
13,71.0,1735.36,,private
10,835.0,101.55,,private
13,59.0,287.66,,private
8,855.0,2230.39,,private
2,960.0,648.01,,private
13,1065.0,69.15,,private
12,743.0,959.02,,private
1,709.0,615.38,,private
2,1088.0,1927.06,,private
2,928.0,284.26,,private
9,133.0,43.25,,private
13,756.0,566.87,,private
6,967.0,980.76,,private
9,583.0,686.58,,private
11,258.0,2341.49,,private
7,518.0,1327.97,,private
5,889.0,539.99,,private
7,1180.0,2005.65,,private
11,299.0,1272.58,,private
4,937.0,1763.74,,private
9,528.0,1638.06,,private
4,202.0,2201.42,,private
5,1088.0,848.78,,private
3,385.0,661.98,,private
12,301.0,1540.1,,private
11,880.0,1850.84,,private
8,313.0,101.5,,private
5,285.0,461.94,,private
5,1090.0,160.49,,private
11,455.0,1749.73,,private
12,1054.0,2367.46,,private
7,984.0,283.37,,private
13,917.0,1348.78,,private
12,931.0,416.59,,private
7,1054.0,423.28,,private
11,1046.0,1742.76,,private
5,28.0,1192.71,,private
13,764.0,1728.9,,private
12,22.0,422.67,,private
3,413.0,1748.03,,private
5,335.0,1575.87,,private
11,423.0,92.0,,private
6,1138.0,1406.4,,private
2,293.0,1622.13,,private
8,1183.0,65.92,,private
10,809.0,2382.96,,private
10,1172.0,373.88,,private
14,211.0,285.56,,private
6,864.0,1914.13,,private
13,971.0,1406.55,,private
8,421.0,1724.36,,private
6,1067.0,846.44,,private
1,1203.0,902.8,,private
6,40.0,908.72,,private
6,278.0,996.4,,private
4,636.0,2403.63,,private
2,215.0,2411.01,,private
13,804.0,1533.12,,private
7,498.0,1525.52,,private
2,1109.0,1005.15,,private
1,365.0,2144.91,,private
4,181.0,772.36,,private
13,415.0,2268.35,,private
6,1119.0,826.4,,private
4,279.0,1147.44,,private
3,529.0,2361.05,,private
14,748.0,2401.58,,private
14,1200.0,1708.77,,private
8,193.0,405.3,,private
6,833.0,1542.76,,private
11,760.0,865.82,,private
5,606.0,191.53,,private
1,406.0,246.75,,private
12,730.0,798.19,,private
3,887.0,1016.74,,private
3,239.0,1521.1,,private
9,855.0,231.02,,private
12,88.0,68.36,,private
8,650.0,2205.19,,private
13,87.0,1957.07,,private
5,178.0,1706.04,,private
11,595.0,2290.53,,private
12,508.0,1031.39,,private
4,270.0,1454.16,,private
5,537.0,637.75,,private
5,521.0,1645.8,,private
6,659.0,482.09,,private
7,1104.0,223.77,,private
14,250.0,946.02,,private
3,535.0,891.19,,private
1,865.0,850.11,,private
4,535.0,286.19,,private
13,289.0,499.85,,private
14,309.0,2260.06,,private
12,1096.0,1631.83,,private
5,980.0,1762.43,,private
10,1157.0,2109.22,,private
1,265.0,2049.06,,private
7,565.0,2087.11,,private
13,112.0,1083.08,,private
4,186.0,1085.06,,private
3,164.0,1760.72,,private
7,1081.0,1470.76,,private
3,100.0,1237.21,,private
8,706.0,1936.19,,private
12,140.0,1216.08,,private
10,1148.0,1557.24,,private
7,347.0,1335.57,,private
3,317.0,1738.42,,private
6,164.0,1402.54,,private
9,987.0,1470.73,,private
8,634.0,223.64,,private
10,353.0,192.45,,private
3,319.0,2394.14,,private
5,442.0,1580.26,,private
6,461.0,605.66,,private
8,334.0,697.95,,private
6,596.0,747.41,,private
13,714.0,313.33,,private
6,883.0,1185.32,,private
2,588.0,1969.07,,private
11,303.0,888.34,,private
12,763.0,2276.47,,private
7,964.0,781.41,,private
11,281.0,2075.03,,private
1,306.0,116.33,,private
2,243.0,228.94,,private
8,982.0,1279.18,,private
9,615.0,1475.14,,private
8,716.0,69.63,,private
10,928.0,1638.16,,private
9,24.0,620.56,,private
14,238.0,525.79,,private
3,604.0,366.83,,private
11,137.0,1728.83,,private
1,259.0,2306.57,,private
13,1020.0,1874.71,,private
6,516.0,284.72,,private
8,1185.0,675.98,,private
2,582.0,1883.45,,private
4,375.0,363.77,,private
14,452.0,2109.36,,private
1,121.0,2341.02,,private
6,238.0,81.46,,private
5,1142.0,650.85,,private
6,676.0,2040.89,,private
4,1099.0,2257.46,,private
2,183.0,1771.14,,private
11,863.0,1435.31,,private
4,578.0,1247.13,,private
4,446.0,106.7,,private
11,862.0,1925.31,,private
12,1103.0,1647.44,,private
1,884.0,2210.64,,private
7,1069.0,1180.31,,private
7,586.0,787.96,,private
13,1176.0,1565.73,,private
3,780.0,878.96,,private
9,865.0,1671.92,,private
14,168.0,208.35,,private
3,660.0,1180.95,,private
13,94.0,265.79,,private
7,1061.0,390.62,,private
5,513.0,2091.65,,private
3,1170.0,1254.66,,private
7,201.0,1013.75,,private
4,531.0,2257.04,,private
6,274.0,118.22,,private
4,256.0,669.24,,private
2,998.0,1585.97,,private
10,316.0,839.45,,private
8,987.0,1378.86,,private
14,618.0,1420.54,,private
9,317.0,1750.45,,private
3,1048.0,221.71,,private
9,535.0,855.3,,private
6,1004.0,365.88,,private
11,239.0,301.33,,private
6,507.0,1993.58,,private
4,139.0,827.59,,private
3,673.0,1430.16,,private
13,955.0,461.29,,private
2,573.0,2161.33,,private
8,720.0,776.95,,private
9,746.0,1833.92,,private
2,222.0,929.47,,private
11,465.0,62.58,,private
10,832.0,1806.33,,private
2,408.0,2337.53,,private
11,965.0,968.4,,private
6,119.0,811.38,,private
7,599.0,160.3,,private
8,1167.0,2028.72,,private
13,279.0,520.01,,private
14,974.0,235.62,,private
9,627.0,1639.76,,private
14,760.0,747.74,,private
2,796.0,1035.3,,private
1,155.0,192.65,,private
11,1003.0,2267.05,,private
14,884.0,228.32,,private
8,1083.0,976.86,,private
4,940.0,893.93,,private
9,82.0,1797.2,,private
13,871.0,50.03,,private
14,813.0,1619.91,,private
5,946.0,1688.0,,private
12,513.0,2457.28,,private
4,846.0,1906.94,,private
8,801.0,1484.09,,private
3,834.0,372.45,,private
14,499.0,1614.44,,private
3,1032.0,2185.32,,private
5,222.0,1642.14,,private
10,677.0,1287.03,,private
11,824.0,2454.45,,private
3,1166.0,2225.13,,private
7,1039.0,583.37,,private
14,316.0,1703.98,,private
12,472.0,1993.73,,private
3,13.0,1171.87,,private
5,870.0,2004.6,,private
3,386.0,1408.95,,private
1,786.0,753.65,,private
6,104.0,659.54,,private
13,496.0,878.87,,private
13,868.0,1576.0,,private
10,68.0,837.38,,private
1,23.0,917.49,,private
7,416.0,1819.81,,private
5,333.0,401.84,,private
8,554.0,2150.39,,private
14,867.0,371.83,,private
8,926.0,290.77,,private
6,203.0,2256.39,,private
8,258.0,2126.66,,private
7,309.0,1644.45,,private
1,1120.0,798.23,,private
11,632.0,2485.06,,private
14,360.0,580.54,,private
9,881.0,274.75,,private
1,18.0,2345.41,,private
11,441.0,995.04,,private
7,130.0,2471.0,,private
4,562.0,1891.26,,private
4,77.0,1070.99,,private
7,124.0,1020.1,,private
9,312.0,538.85,,private
9,1078.0,2072.06,,private
1,846.0,1064.95,,private
13,98.0,1114.77,,private
9,588.0,646.96,,private
13,1186.0,1710.39,,private
6,1078.0,1295.0,,private
11,931.0,232.5,,private
14,431.0,2137.56,,private
1,415.0,2246.81,,private
10,731.0,2236.49,,private
8,290.0,1634.53,,private
9,1145.0,138.84,,private
14,181.0,875.59,,private
8,556.0,2417.53,,private
12,156.0,864.53,,private
6,54.0,517.45,,private
9,451.0,1747.32,,private
2,764.0,1262.16,,private
2,357.0,894.77,,private
12,1059.0,1714.24,,private
10,40.0,947.04,,private
13,329.0,1922.34,,private
6,1181.0,71.73,,private
3,1170.0,1639.19,,private
4,665.0,760.69,,private
12,1089.0,1975.62,,private
3,731.0,2455.53,,private
14,802.0,2177.38,,private
4,1178.0,1391.35,,private
10,1149.0,682.03,,private
13,546.0,1074.99,,private
4,84.0,838.04,,private
6,377.0,2002.64,,private
5,342.0,421.26,,private
1,802.0,1933.95,,private
9,815.0,264.14,,private
11,916.0,147.79,,private
2,5.0,1392.52,,private
9,957.0,1308.2,,private
10,691.0,1545.03,,private
9,97.0,1841.5,,private
9,1010.0,153.77,,private
13,274.0,84.22,,private
11,342.0,1172.35,,private
14,1034.0,1402.55,,private
6,936.0,2362.74,,private
1,428.0,702.14,,private
3,200.0,1154.9,,private
6,33.0,863.79,,private
7,269.0,2112.91,,private
2,689.0,1788.55,,private
5,524.0,1966.85,,private
5,1187.0,1030.16,,private
3,651.0,1569.11,,private
1,125.0,375.94,,private
9,42.0,2177.21,,private
12,436.0,1486.42,,private
4,589.0,1153.62,,private
7,358.0,1755.72,,private
6,918.0,135.89,,private
11,831.0,1196.25,,private
7,812.0,1158.91,,private
14,119.0,568.7,,private
1,867.0,282.11,,private
14,1147.0,1732.64,,private
12,685.0,125.45,,private
10,607.0,1375.06,,private
5,716.0,2362.47,,private
1,881.0,1828.44,,private
10,1054.0,1638.34,,private
4,1174.0,788.81,,private
8,1097.0,796.42,,private
9,1101.0,2440.42,,private
1,652.0,14.95,,private
3,190.0,1490.98,,private
1,91.0,446.2,,private
11,840.0,895.11,,private
11,228.0,68.83,,private
2,913.0,648.78,,private
13,483.0,2073.11,,private
7,921.0,1175.79,,private
12,128.0,184.98,,private
7,92.0,1340.11,,private
4,842.0,1342.1,,private
13,931.0,1278.23,,private
11,797.0,1988.15,,private
2,51.0,374.71,,private
10,211.0,2381.05,,private
8,883.0,195.56,,private
14,861.0,2343.76,,private
4,19.0,1519.53,,private
9,1123.0,1533.39,,private
9,1066.0,920.34,,private
11,1136.0,1799.07,,private
8,38.0,2224.46,,private
9,682.0,1380.51,,private
1,418.0,1531.82,,private
2,745.0,2421.01,,private
6,241.0,286.92,,private
10,524.0,1524.31,,private
9,5.0,2176.81,,private
3,1096.0,600.46,,private
6,1008.0,399.85,,private
5,938.0,1191.41,,private
1,1168.0,1644.78,,private
13,108.0,1747.65,,private
1,355.0,13.93,,private
5,921.0,2098.1,,private
5,723.0,2417.93,,private
13,348.0,481.79,,private
5,836.0,551.39,,private
5,489.0,164.74,,private
4,446.0,2439.45,,private
12,106.0,769.26,,private
9,655.0,552.86,,private
9,1110.0,334.62,,private
6,1200.0,202.4,,private
9,265.0,1276.26,,private
6,289.0,1276.98,,private
7,802.0,17.33,,private
14,1133.0,378.23,,private
4,626.0,1976.43,,private
7,552.0,950.8,,private
6,191.0,1868.39,,private
3,939.0,1018.37,,private
7,732.0,2300.66,,private
14,920.0,919.6,,private
6,1100.0,350.15,,private
5,634.0,794.17,,private
1,16.0,1155.52,,private
10,188.0,2160.57,,private
10,369.0,154.42,,private
2,754.0,437.24,,private
11,1046.0,254.47,,private
11,243.0,353.88,,private
12,832.0,1169.47,,private
13,513.0,774.18,,private
6,103.0,810.4,,private
11,954.0,889.88,,private
5,572.0,728.02,,private
11,1092.0,1819.59,,private
3,396.0,1222.45,,private
14,549.0,53.11,,private
3,420.0,1303.11,,private
4,739.0,160.63,,private
13,976.0,82.94,,private
13,971.0,185.28,,private
10,188.0,996.97,,private
13,725.0,2412.97,,private
11,154.0,445.96,,private
2,335.0,1514.12,,private
4,367.0,1372.53,,private
14,96.0,1266.35,,private
1,371.0,669.47,,private
11,853.0,624.89,,private
1,1139.0,1537.28,,private
9,441.0,443.17,,private
13,525.0,1891.53,,private
12,1080.0,2422.38,,private
3,297.0,1005.46,,private
2,439.0,1785.96,,private
5,114.0,1162.99,,private
11,356.0,1879.32,,private
10,486.0,1563.2,,private
1,685.0,1623.93,,private
3,26.0,2389.5,,private
6,370.0,99.4,,private
13,970.0,1060.81,,private
12,373.0,726.6,,private
7,989.0,1147.0,,private
12,437.0,599.92,,private
14,27.0,201.18,,private
13,930.0,1855.82,,private
10,580.0,854.39,,private
3,799.0,2388.16,,private
4,703.0,809.0,,private
8,481.0,1702.02,,private
3,844.0,2358.2,,private
11,1039.0,332.91,,private
2,143.0,1924.26,,private
9,195.0,556.06,,private
9,921.0,571.58,,private
3,200.0,1747.77,,private
13,1131.0,276.99,,private
8,140.0,1175.83,,private
6,91.0,615.61,,private
1,731.0,2409.27,,private
3,948.0,707.63,,private
1,568.0,2418.31,,private
4,569.0,1139.44,,private
11,310.0,1264.26,,private
13,585.0,1882.21,,private
11,262.0,2190.49,,private
4,41.0,1349.39,,private
13,726.0,1430.81,,private
9,553.0,384.64,,private
7,406.0,1621.83,,private
7,677.0,594.97,,private
8,747.0,1409.52,,private
11,608.0,574.75,,private
1,446.0,1928.55,,private
9,243.0,2137.52,,private
4,773.0,1717.97,,private
10,774.0,886.9,,private
4,214.0,727.04,,private
6,282.0,877.55,,private
11,1044.0,1044.0,,private
9,822.0,1773.95,,private
11,711.0,1049.83,,private
12,942.0,488.26,,private
13,739.0,1978.0,,private
12,518.0,1248.01,,private
7,1146.0,1018.88,,private
9,325.0,1980.0,,private
7,194.0,1650.0,,private
5,369.0,2206.43,,private
11,753.0,1209.01,,private
3,1128.0,2130.31,,private
10,1001.0,241.26,,private
3,416.0,2350.42,,private
8,95.0,2120.05,,private
9,37.0,1039.97,,private
10,75.0,131.2,,private
6,179.0,853.39,,private
7,1048.0,2478.57,,private
2,711.0,1040.75,,private
