trip_duration_days,miles_traveled,total_receipts_amount,reimbursement,dataset,cost_per_day,cost_per_mile,miles_per_day,cost_ratio
4,1100.0,370.61,860.32,public,92.6525,0.33691818181818184,275.0,275.0
4,263.0,2469.06,1503.98,public,617.265,9.388060836501902,65.75,65.75
4,932.0,1287.34,1513.28,public,321.835,1.3812660944206008,233.0,233.0
14,343.0,2013.4,1839.05,public,143.81428571428572,5.86997084548105,24.5,24.5
2,274.0,888.24,917.79,public,444.12,3.241751824817518,137.0,137.0
1,759.0,330.29,500.92,public,330.29,0.4351646903820817,759.0,759.0
8,204.0,2178.45,1506.38,public,272.30625,10.678676470588234,25.5,25.5
10,396.0,2068.65,1556.68,public,206.865,5.223863636363636,39.6,39.6
6,840.0,870.82,1496.46,public,145.13666666666668,1.0366904761904763,140.0,140.0
7,756.0,1473.59,1961.96,public,210.51285714285714,1.9491931216931215,108.0,108.00000000000001
4,1048.0,279.75,780.15,public,69.9375,0.2669370229007634,262.0,262.0
9,800.0,39.96,1158.68,public,4.44,0.04995,88.88888888888889,88.8888888888889
3,240.0,1895.67,1386.33,public,631.89,7.898625,80.0,80.0
13,997.0,920.48,2124.16,public,70.80615384615385,0.9232497492477433,76.6923076923077,76.6923076923077
2,826.0,2163.39,1523.26,public,1081.695,2.61911622276029,413.0,413.00000000000006
6,194.0,914.25,1168.72,public,152.375,4.712628865979381,32.333333333333336,32.333333333333336
4,333.0,1934.76,1467.52,public,483.69,5.81009009009009,83.25,83.25
8,1053.0,1864.01,1794.57,public,233.00125,1.770189933523267,131.625,131.625
12,466.0,1291.33,1770.37,public,107.61083333333333,2.7710944206008583,38.833333333333336,38.833333333333336
8,916.0,2417.62,1755.05,public,302.2025,2.6393231441048033,114.5,114.5
11,322.0,1251.3,1732.46,public,113.75454545454545,3.8860248447204966,29.272727272727273,29.272727272727273
13,11.0,1114.96,1555.48,public,85.76615384615386,101.36,0.8461538461538461,0.8461538461538463
7,250.0,364.79,718.71,public,52.112857142857145,1.45916,35.714285714285715,35.714285714285715
5,247.0,296.51,594.93,public,59.302,1.2004453441295546,49.4,49.4
14,1158.0,2104.61,1899.69,public,150.32928571428573,1.8174525043177894,82.71428571428571,82.71428571428572
11,1095.0,1071.83,2159.33,public,97.43909090909091,0.9788401826484018,99.54545454545455,99.54545454545455
11,1149.0,270.81,1284.51,public,24.61909090909091,0.23569190600522194,104.45454545454545,104.45454545454545
9,14.0,1057.38,1372.31,public,117.48666666666668,75.52714285714286,1.5555555555555556,1.5555555555555556
4,184.0,983.77,1202.69,public,245.9425,5.346576086956522,46.0,46.0
6,135.0,2488.22,1561.2,public,414.7033333333333,18.431259259259257,22.5,22.500000000000004
5,717.0,1508.97,1722.49,public,301.794,2.104560669456067,143.4,143.4
1,389.0,1964.96,1228.94,public,1964.96,5.051311053984576,389.0,389.0
3,1136.0,1296.54,1536.6,public,432.18,1.1413204225352112,378.6666666666667,378.6666666666667
13,145.0,2202.42,1716.13,public,169.41692307692307,15.189103448275862,11.153846153846153,11.153846153846153
1,1122.0,861.5,1081.05,public,861.5,0.767825311942959,1122.0,1122.0
14,383.0,97.95,1203.93,public,6.996428571428572,0.25574412532637075,27.357142857142858,27.357142857142858
1,309.0,1211.37,1110.55,public,1211.37,3.920291262135922,309.0,309.0
14,1090.0,2248.68,1905.5,public,160.61999999999998,2.0630091743119263,77.85714285714286,77.85714285714286
3,278.0,994.9,1167.78,public,331.6333333333333,3.5787769784172663,92.66666666666667,92.66666666666666
7,1109.0,2397.29,1917.57,public,342.46999999999997,2.161668169522092,158.42857142857142,158.42857142857142
12,643.0,2194.16,1758.03,public,182.84666666666666,3.4123794712286157,53.583333333333336,53.583333333333336
11,176.0,1050.67,1444.13,public,95.51545454545455,5.969715909090909,16.0,16.0
7,309.0,1021.75,1309.85,public,145.96428571428572,3.30663430420712,44.142857142857146,44.142857142857146
3,992.0,1897.41,1539.0,public,632.47,1.9127116935483872,330.6666666666667,330.6666666666667
3,175.0,440.19,431.17,public,146.73,2.5153714285714286,58.333333333333336,58.33333333333333
5,895.0,2329.69,1791.96,public,465.938,2.603005586592179,179.0,179.0
8,372.0,348.37,950.24,public,43.54625,0.936478494623656,46.5,46.5
5,567.0,193.11,718.3,public,38.622,0.3405820105820106,113.4,113.39999999999999
8,978.0,710.43,1624.58,public,88.80375,0.7264110429447852,122.25,122.25
1,1082.0,1809.49,446.94,public,1809.49,1.6723567467652496,1082.0,1082.0
11,636.0,2238.97,1699.94,public,203.54272727272726,3.520393081761006,57.81818181818182,57.81818181818182
6,370.0,315.09,946.39,public,52.51499999999999,0.8515945945945945,61.666666666666664,61.666666666666664
8,413.0,222.83,802.95,public,27.85375,0.5395399515738499,51.625,51.625
3,399.0,141.39,546.04,public,47.129999999999995,0.35436090225563904,133.0,133.0
